Order_ID,Order_Date,Customer_ID,Customer_Name,Category,Product,Quantity,Unit_Price,Sales,Profit,Region,State,Payment_Mode
ORD00173,17-06-2025,CUST0152,Customer_0157,Books,Cooking Book,3.00,? 319.29,? 957.87,? 203.62,South,Tamil Nadu,Cash on Delivery
ORD00174,30-06-2025,CUST0223,Customer_0141,Clothing,T-Shirt,3.00,"? 1,730.81","? 5,192.43",? 501.12,North,Uttar Pradesh,Cash on Delivery
ORD00175,08-11-2025,CUST0225,Customer_0018,Home & Kitchen,Mixer Grinder,1.00,"? 1,070.98","? 1,070.98",? 101.52,South,Karnataka,Debit Card
ORD00176,20-03-2025,CUST0231,Customer_0190,Home & Kitchen,Bedsheet,5.00,? 436.22,"? 2,181.10",? 387.51,North,Rajasthan,UPI
ORD00177,10-06-2025,CUST0143,Customer_0128,Books,Novel,5.00,? 755.47,"? 3,777.35",? 323.72,South,Karnataka,Credit Card
ORD00178,14-05-2025,CUST0229,Customer_0110,Beauty,Hair Dryer,5.00,? 426.74,"? 2,133.70",? 304.75,North,Rajasthan,Cash on Delivery
ORD00179,20-08-2025,CUST0089,Customer_0228,Clothing,T-Shirt,2.00,"? 3,029.04","? 6,058.08","? 1,564.88",West,Gujarat,Debit Card
ORD00180,03-06-2025,CUST0081,Customer_0090,Home & Kitchen,Bedsheet,5.00,"? 3,367.49","? 16,837.45","? 3,231.55",West,Gujarat,UPI
ORD00181,14-01-2025,CUST0185,Customer_0284,Clothing,Sneakers,2.00,"? 2,829.19","? 5,658.38",? 911.91,South,Karnataka,Net Banking
ORD00182,03-09-2025,CUST0270,Customer_0211,Clothing,Kurta,1.00,"? 1,289.73","? 1,289.73",? 336.79,West,Gujarat,UPI
ORD00183,15-12-2025,CUST0265,Customer_0177,Clothing,Jeans,1.00,"? 1,739.92","? 1,739.92",? 475.26,East,West Bengal,Net Banking
ORD00184,29-01-2025,CUST0064,Customer_0266,Books,Self Help Book,2.00,? 863.82,"? 1,727.64",? 253.80,South,Karnataka,Credit Card
ORD00185,23-09-2025,CUST0146,Customer_0041,Home & Kitchen,Bedsheet,3.00,"? 5,698.03","? 17,094.09","? 2,105.76",North,Delhi,Net Banking
ORD00186,17-02-2025,CUST0258,Customer_0087,Home & Kitchen,Water Bottle,3.00,"? 3,782.96","? 11,348.88","? 3,258.87",South,Karnataka,Credit Card
ORD00187,15-01-2025,CUST0042,Customer_0024,Clothing,Sneakers,5.00,? 431.82,"? 2,159.10",? 298.44,East,West Bengal,Credit Card
ORD00188,12-09-2025,CUST0280,Customer_0149,Books,Data Science Book,5.00,"? 1,204.34","? 6,021.70","? 1,121.53",North,Rajasthan,Cash on Delivery
ORD00189,22-03-2025,CUST0226,Customer_0213,Home & Kitchen,Cookware Set,1.00,"? 4,209.53","? 4,209.53",? 766.88,North,Uttar Pradesh,Debit Card
ORD00190,13-06-2025,CUST0177,Customer_0205,Books,Self Help Book,3.00,"? 1,571.45","? 4,714.35","? 1,166.08",South,Karnataka,Net Banking
ORD00191,04-03-2025,CUST0137,Customer_0231,Books,Self Help Book,3.00,? 548.87,"? 1,646.61",? 182.76,West,Gujarat,UPI
ORD00192,23-03-2025,CUST0168,Customer_0296,Home & Kitchen,Bedsheet,5.00,"? 2,654.27","? 13,271.35","? 1,615.97",North,Rajasthan,Credit Card
ORD00193,12-09-2025,CUST0012,Customer_0047,Beauty,Perfume,4.00,"? 2,215.83","? 8,863.32","? 1,694.65",North,Uttar Pradesh,Credit Card
ORD00194,11-09-2025,CUST0241,Customer_0147,Clothing,Sneakers,1.00,? 461.73,? 461.73,? 37.77,East,West Bengal,UPI
ORD00195,26-07-2025,CUST0188,Customer_0024,Beauty,Perfume,3.00,"? 1,859.64","? 5,578.92",? 509.10,South,Karnataka,Net Banking
ORD00196,17-07-2025,CUST0259,Customer_0231,Clothing,Sneakers,5.00,"? 1,223.53","? 6,117.65",? 865.88,East,West Bengal,Net Banking
ORD00197,21-07-2025,CUST0192,Customer_0174,Books,Children Book,2.00,"? 1,758.89","? 3,517.78","? 1,008.09",West,Gujarat,Credit Card
ORD00198,20-01-2025,CUST0071,Customer_0171,Clothing,Kurta,5.00,? 428.82,"? 2,144.10",? 416.50,North,Rajasthan,Credit Card
ORD00199,13-06-2025,CUST0084,Customer_0202,Books,Children Book,3.00,"? 1,686.76","? 5,060.28","? 1,227.88",South,Karnataka,Debit Card
ORD00200,30-09-2025,CUST0251,Customer_0289,Books,Data Science Book,5.00,"? 1,516.68","? 7,583.40","? 1,398.96",East,West Bengal,UPI
ORD00201,26-10-2025,CUST0158,Customer_0014,Home & Kitchen,Water Bottle,1.00,"? 5,884.41","? 5,884.41","? 1,085.14",East,West Bengal,Net Banking
ORD00202,29-03-2025,CUST0269,Customer_0195,Books,Self Help Book,1.00,"? 1,112.81","? 1,112.81",? 290.18,North,Delhi,Credit Card
ORD00203,10-06-2025,CUST0215,Customer_0078,Electronics,Power Bank,2.00,? 717.78,"? 1,435.56",? 332.92,West,Gujarat,Cash on Delivery
ORD00204,23-09-2025,CUST0107,Customer_0288,Books,Data Science Book,1.00,"? 1,314.53","? 1,314.53",? 393.82,North,Uttar Pradesh,Cash on Delivery
ORD00205,24-08-2025,CUST0273,Customer_0176,Books,Children Book,3.00,"? 1,728.53","? 5,185.59",? 819.03,North,Rajasthan,Debit Card
ORD00206,23-05-2025,CUST0286,Customer_0153,Books,Self Help Book,2.00,"? 1,729.61","? 3,459.22",? 993.23,North,Uttar Pradesh,Debit Card
ORD00207,28-06-2025,CUST0287,Customer_0141,Home & Kitchen,Bedsheet,4.00,"? 2,072.98","? 8,291.92",? 885.68,North,Delhi,Net Banking
ORD00208,16-03-2025,CUST0149,Customer_0022,Beauty,Moisturizer,3.00,"? 2,393.33","? 7,179.99","? 2,083.41",North,Rajasthan,UPI
ORD00209,20-04-2025,CUST0104,Customer_0276,Home & Kitchen,Bedsheet,3.00,"? 4,547.20","? 13,641.60","? 3,891.47",North,Uttar Pradesh,Debit Card
ORD00210,03-05-2025,CUST0125,Customer_0026,Clothing,Sneakers,5.00,"? 2,670.85","? 13,354.25","? 1,731.35",West,Gujarat,Credit Card
ORD00211,30-08-2025,CUST0052,Customer_0071,Electronics,Wireless Headphones,4.00,"? 4,298.38","? 17,193.52","? 5,023.85",West,Gujarat,Credit Card
ORD00212,28-05-2025,CUST0165,Customer_0147,Beauty,Face Wash,4.00,"? 1,678.77","? 6,715.08","? 1,878.52",North,Uttar Pradesh,UPI
ORD00213,20-01-2025,CUST0090,Customer_0214,Books,Self Help Book,5.00,"? 1,368.83","? 6,844.15","? 1,953.75",North,Delhi,UPI
ORD00214,29-05-2025,CUST0020,Customer_0005,Beauty,Moisturizer,2.00,"? 2,351.03","? 4,702.06",? 963.69,North,Uttar Pradesh,UPI
ORD00215,06-10-2025,CUST0269,Customer_0253,Home & Kitchen,Mixer Grinder,4.00,"? 5,937.32","? 23,749.28","? 6,346.59",South,Tamil Nadu,Cash on Delivery
ORD00216,23-08-2025,CUST0132,Customer_0096,Home & Kitchen,Coffee Maker,1.00,"? 2,151.43","? 2,151.43",? 520.77,North,Delhi,Debit Card
ORD00217,24-11-2025,CUST0208,Customer_0219,Books,Children Book,2.00,"? 1,158.07","? 2,316.14",? 352.39,North,Delhi,Cash on Delivery
ORD00218,08-05-2025,CUST0004,Customer_0134,Electronics,Power Bank,2.00,"? 5,990.72","? 11,981.44","? 1,579.33",South,Karnataka,Debit Card
ORD00219,06-01-2025,CUST0134,Customer_0185,Home & Kitchen,Mixer Grinder,5.00,"? 4,406.57","? 22,032.85","? 2,063.76",South,Tamil Nadu,UPI
ORD00220,15-09-2025,CUST0160,Customer_0061,Beauty,Moisturizer,2.00,"? 1,102.73","? 2,205.46",? 354.77,South,Tamil Nadu,Credit Card
ORD00221,07-11-2025,CUST0192,Customer_0213,Clothing,Sneakers,4.00,? 790.19,"? 3,160.76",? 887.59,South,Karnataka,Net Banking
ORD00222,11-02-2025,CUST0270,Customer_0229,Clothing,Sneakers,5.00,"? 3,094.03","? 15,470.15","? 3,632.83",North,Delhi,UPI
ORD00223,16-09-2025,CUST0104,Customer_0294,Books,Children Book,1.00,"? 1,517.48","? 1,517.48",? 171.43,West,Gujarat,Debit Card
ORD00224,26-10-2025,CUST0251,Customer_0047,Books,Children Book,1.00,"? 1,272.49","? 1,272.49",? 226.51,North,Uttar Pradesh,UPI
ORD00225,16-10-2025,CUST0030,Customer_0287,Beauty,Perfume,5.00,"? 1,126.25","? 5,631.25","? 1,283.98",South,Karnataka,Debit Card
ORD00226,22-04-2025,CUST0297,Customer_0038,Electronics,Wireless Headphones,3.00,"? 9,889.21","? 29,667.63","? 5,138.83",North,Rajasthan,UPI
ORD00227,30-08-2025,CUST0017,Customer_0147,Books,Cooking Book,1.00,"? 1,777.13","? 1,777.13",? 212.54,West,Maharashtra,Credit Card
ORD00228,13-07-2025,CUST0193,Customer_0042,Beauty,Hair Dryer,4.00,"? 1,204.06","? 4,816.24",? 526.21,East,West Bengal,Debit Card
ORD00229,07-03-2025,CUST0115,Customer_0002,Electronics,Wireless Headphones,5.00,"? 5,020.17","? 25,100.85","? 7,411.48",South,Karnataka,Cash on Delivery
ORD00230,28-04-2025,CUST0127,Customer_0236,Books,Data Science Book,5.00,? 775.81,"? 3,879.05",? 442.70,North,Rajasthan,Credit Card
ORD00231,09-01-2025,CUST0124,Customer_0106,Electronics,Wireless Headphones,4.00,"? 7,571.62","? 30,286.48","? 3,095.20",West,Maharashtra,UPI
ORD00232,25-07-2025,CUST0225,Customer_0120,Beauty,Hair Dryer,2.00,"? 1,890.27","? 3,780.54",? 483.15,West,Maharashtra,UPI
ORD00233,22-10-2025,CUST0164,Customer_0296,Clothing,Sneakers,2.00,"? 2,910.52","? 5,821.04","? 1,455.02",South,Tamil Nadu,Debit Card
ORD00234,24-09-2025,CUST0114,Customer_0212,Clothing,Hoodie,2.00,"? 3,454.23","? 6,908.46",? 970.87,South,Tamil Nadu,Net Banking
ORD00235,25-01-2025,CUST0177,Customer_0196,Books,Children Book,4.00,"? 1,067.15","? 4,268.60",? 640.81,South,Karnataka,Cash on Delivery
ORD00236,03-10-2025,CUST0243,Customer_0124,Beauty,Shampoo,3.00,"? 1,034.68","? 3,104.04",? 453.69,South,Karnataka,Credit Card
ORD00237,02-08-2025,CUST0286,Customer_0272,Beauty,Shampoo,5.00,"? 1,119.79","? 5,598.95",? 926.36,West,Maharashtra,Debit Card
ORD00238,09-07-2025,CUST0048,Customer_0275,Clothing,Jeans,1.00,"? 3,251.12","? 3,251.12",? 296.95,East,West Bengal,Cash on Delivery
ORD00239,28-10-2025,CUST0287,Customer_0112,Books,Cooking Book,1.00,? 460.47,? 460.47,? 58.00,West,Maharashtra,Debit Card
ORD00240,02-03-2025,CUST0246,Customer_0125,Home & Kitchen,Water Bottle,2.00,"? 5,638.67","? 11,277.34","? 2,648.25",West,Maharashtra,Cash on Delivery
ORD00241,01-10-2025,CUST0184,Customer_0158,Clothing,Hoodie,3.00,"? 1,518.12","? 4,554.36",? 724.70,East,West Bengal,Cash on Delivery
ORD00242,13-06-2025,CUST0105,Customer_0190,Beauty,Moisturizer,4.00,"? 1,939.83","? 7,759.32","? 1,327.35",West,Gujarat,Net Banking
ORD00243,27-10-2025,CUST0297,Customer_0214,Clothing,Hoodie,1.00,"? 1,134.48","? 1,134.48",? 128.80,South,Karnataka,Debit Card
ORD00244,13-09-2025,CUST0282,Customer_0173,Clothing,Hoodie,5.00,"? 2,966.76","? 14,833.80","? 3,677.88",North,Rajasthan,Cash on Delivery
ORD00245,30-06-2025,CUST0087,Customer_0072,Beauty,Hair Dryer,2.00,"? 1,872.01","? 3,744.02",? 701.74,North,Uttar Pradesh,Net Banking
ORD00246,09-12-2025,CUST0025,Customer_0004,Electronics,Power Bank,1.00,"? 11,369.66","? 11,369.66","? 1,253.48",West,Maharashtra,Credit Card
ORD00247,22-08-2025,CUST0192,Customer_0031,Electronics,USB Cable,1.00,"? 3,015.28","? 3,015.28",? 664.27,South,Karnataka,Net Banking
ORD00248,10-10-2025,CUST0211,Customer_0007,Beauty,Face Wash,1.00,? 165.54,? 165.54,? 32.52,North,Uttar Pradesh,Debit Card
ORD00249,24-12-2025,CUST0221,Customer_0092,Books,Novel,1.00,? 978.66,? 978.66,? 275.95,South,Tamil Nadu,Net Banking
ORD00250,10-05-2025,CUST0182,Customer_0137,Clothing,Kurta,2.00,"? 2,283.30","? 4,566.60",? 444.71,North,Delhi,Cash on Delivery
ORD00251,11-02-2025,CUST0017,Customer_0048,Beauty,Perfume,2.00,? 854.94,"? 1,709.88",? 279.46,North,Delhi,Net Banking
ORD00252,12-02-2025,CUST0256,Customer_0223,Beauty,Moisturizer,1.00,"? 1,801.69","? 1,801.69",? 368.42,West,Maharashtra,UPI
ORD00253,21-12-2025,CUST0291,Customer_0244,Books,Data Science Book,2.00,? 498.84,? 997.68,? 90.03,West,Maharashtra,UPI
ORD00254,11-06-2025,CUST0009,Customer_0107,Home & Kitchen,Water Bottle,2.00,"? 5,590.41","? 11,180.82","? 1,249.15",West,Maharashtra,Cash on Delivery
ORD00255,18-10-2025,CUST0200,Customer_0277,Electronics,Bluetooth Speaker,2.00,"? 6,985.52","? 13,971.04","? 2,297.48",South,Tamil Nadu,Credit Card
ORD00256,29-04-2025,CUST0039,Customer_0175,Electronics,USB Cable,1.00,"? 1,623.39","? 1,623.39",? 404.52,East,West Bengal,Net Banking
ORD00257,19-08-2025,CUST0252,Customer_0117,Beauty,Moisturizer,1.00,"? 1,640.19","? 1,640.19",? 330.77,East,West Bengal,Cash on Delivery
ORD00258,13-02-2025,CUST0152,Customer_0127,Beauty,Face Wash,5.00,"? 1,702.58","? 8,512.90",? 834.68,South,Karnataka,Credit Card
ORD00259,24-02-2025,CUST0047,Customer_0003,Beauty,Moisturizer,4.00,? 894.19,"? 3,576.76",? 636.10,South,Karnataka,Debit Card
ORD00260,18-08-2025,CUST0286,Customer_0285,Electronics,USB Cable,1.00,"? 2,655.01","? 2,655.01",? 450.74,South,Karnataka,UPI
ORD00261,03-11-2025,CUST0167,Customer_0198,Electronics,Wireless Headphones,5.00,"? 1,570.24","? 7,851.20","? 1,132.19",East,West Bengal,Cash on Delivery
ORD00262,17-12-2025,CUST0195,Customer_0087,Electronics,Smart Watch,5.00,"? 6,492.70","? 32,463.50","? 4,517.69",North,Delhi,Debit Card
ORD00263,22-05-2025,CUST0216,Customer_0154,Beauty,Perfume,1.00,? 542.94,? 542.94,? 136.92,South,Karnataka,Debit Card
ORD00264,11-04-2025,CUST0235,Customer_0055,Home & Kitchen,Mixer Grinder,4.00,"? 3,664.39","? 14,657.56","? 2,155.02",North,Delhi,Cash on Delivery
ORD00265,09-08-2025,CUST0070,Customer_0154,Home & Kitchen,Bedsheet,3.00,"? 2,781.28","? 8,343.84","? 1,774.79",North,Rajasthan,Credit Card
ORD00266,13-06-2025,CUST0150,Customer_0252,Beauty,Hair Dryer,2.00,"? 2,416.75","? 4,833.50","? 1,218.21",East,West Bengal,Debit Card
ORD00267,16-10-2025,CUST0103,Customer_0280,Beauty,Shampoo,4.00,"? 1,007.79","? 4,031.16",? 927.07,South,Tamil Nadu,Net Banking
ORD00268,30-05-2025,CUST0036,Customer_0210,Electronics,Power Bank,2.00,"? 5,542.23","? 11,084.46","? 1,226.16",North,Uttar Pradesh,Debit Card
ORD00269,13-07-2025,CUST0038,Customer_0230,Clothing,Sneakers,2.00,"? 2,588.76","? 5,177.52",? 960.08,South,Tamil Nadu,Cash on Delivery
ORD00270,04-07-2025,CUST0275,Customer_0044,Books,Novel,5.00,? 210.66,"? 1,053.30",? 262.45,North,Rajasthan,Debit Card
ORD00271,13-12-2025,CUST0205,Customer_0170,Clothing,Kurta,5.00,"? 3,447.55","? 17,237.75","? 1,780.79",West,Maharashtra,UPI
ORD00272,13-10-2025,CUST0298,Customer_0295,Home & Kitchen,Mixer Grinder,5.00,"? 4,544.40","? 22,722.00","? 4,046.14",North,Delhi,Cash on Delivery
ORD00273,05-09-2025,CUST0054,Customer_0152,Beauty,Perfume,3.00,"? 2,494.60","? 7,483.80","? 2,114.33",South,Karnataka,UPI
ORD00274,22-08-2025,CUST0106,Customer_0267,Electronics,Power Bank,3.00,"? 4,086.74","? 12,260.22","? 1,920.27",South,Karnataka,UPI
ORD00275,23-01-2025,CUST0059,Customer_0012,Beauty,Moisturizer,3.00,? 307.86,? 923.58,? 205.55,North,Uttar Pradesh,Credit Card
ORD00276,14-10-2025,CUST0219,Customer_0237,Clothing,Jeans,5.00,? 812.43,"? 4,062.15","? 1,037.90",South,Karnataka,Credit Card
ORD00277,11-11-2025,CUST0102,Customer_0231,Clothing,Sneakers,4.00,? 393.42,"? 1,573.68",? 274.61,North,Rajasthan,UPI
ORD00278,02-02-2025,CUST0296,Customer_0053,Clothing,Sneakers,3.00,"? 2,707.44","? 8,122.32",? 983.87,North,Delhi,Debit Card
ORD00279,08-09-2025,CUST0271,Customer_0161,Clothing,Sneakers,1.00,"? 1,139.53","? 1,139.53",? 188.59,North,Uttar Pradesh,Cash on Delivery
ORD00280,23-08-2025,CUST0089,Customer_0153,Books,Children Book,3.00,? 730.78,"? 2,192.34",? 460.03,West,Gujarat,Credit Card
ORD00281,04-04-2025,CUST0192,Customer_0073,Home & Kitchen,Water Bottle,2.00,"? 2,005.94","? 4,011.88",? 663.81,West,Gujarat,Net Banking
ORD00282,22-11-2025,CUST0276,Customer_0089,Clothing,Sneakers,4.00,? 894.41,"? 3,577.64",? 417.55,North,Rajasthan,Debit Card
ORD00283,14-11-2025,CUST0028,Customer_0184,Clothing,T-Shirt,3.00,"? 2,994.35","? 8,983.05","? 1,676.36",South,Karnataka,Credit Card
ORD00284,01-08-2025,CUST0228,Customer_0251,Beauty,Shampoo,4.00,"? 1,759.04","? 7,036.16",? 690.86,North,Uttar Pradesh,UPI
ORD00285,03-10-2025,CUST0148,Customer_0087,Clothing,Kurta,1.00,"? 1,179.53","? 1,179.53",? 241.15,South,Tamil Nadu,Cash on Delivery
ORD00286,06-10-2025,CUST0188,Customer_0278,Books,Novel,5.00,? 338.44,"? 1,692.20",? 418.31,West,Gujarat,Cash on Delivery
ORD00287,01-12-2025,CUST0127,Customer_0153,Books,Novel,4.00,? 318.99,"? 1,275.96",? 228.32,North,Delhi,Debit Card
ORD00288,02-05-2025,CUST0108,Customer_0180,Electronics,USB Cable,1.00,"? 9,419.76","? 9,419.76","? 2,064.90",North,Uttar Pradesh,Credit Card
ORD00289,31-01-2025,CUST0292,Customer_0180,Books,Children Book,2.00,"? 1,492.32","? 2,984.64",? 423.34,South,Karnataka,Net Banking
ORD00290,17-05-2025,CUST0264,Customer_0049,Clothing,Jeans,3.00,"? 1,225.87","? 3,677.61","? 1,073.16",East,West Bengal,Cash on Delivery
ORD00291,09-03-2025,CUST0128,Customer_0075,Electronics,Bluetooth Speaker,2.00,"? 8,566.41","? 17,132.82","? 4,493.36",South,Tamil Nadu,Cash on Delivery
ORD00292,18-11-2025,CUST0213,Customer_0193,Beauty,Perfume,5.00,"? 1,636.14","? 8,180.70",? 790.37,South,Karnataka,UPI
ORD00293,07-09-2025,CUST0168,Customer_0298,Beauty,Face Wash,3.00,"? 1,218.53","? 3,655.59",? 991.25,South,Tamil Nadu,UPI
ORD00294,23-07-2025,CUST0112,Customer_0220,Beauty,Shampoo,1.00,"? 2,019.84","? 2,019.84",? 381.42,East,West Bengal,Debit Card
ORD00295,17-10-2025,CUST0249,Customer_0176,Home & Kitchen,Coffee Maker,5.00,"? 3,573.12","? 17,865.60","? 1,609.82",East,West Bengal,Cash on Delivery
ORD00296,01-01-2025,CUST0220,Customer_0104,Electronics,Smart Watch,2.00,"? 5,574.79","? 11,149.58","? 3,055.79",West,Gujarat,Debit Card
ORD00297,09-05-2025,CUST0043,Customer_0191,Clothing,Jeans,1.00,"? 2,394.68","? 2,394.68",? 218.86,South,Tamil Nadu,Debit Card
ORD00298,01-01-2025,CUST0110,Customer_0245,Clothing,T-Shirt,1.00,"? 2,551.83","? 2,551.83",? 278.64,North,Rajasthan,Credit Card
ORD00299,25-06-2025,CUST0062,Customer_0217,Books,Self Help Book,1.00,? 163.30,? 163.30,? 30.23,North,Uttar Pradesh,Credit Card
ORD00300,08-07-2025,CUST0154,Customer_0071,Beauty,Perfume,1.00,? 392.52,? 392.52,? 98.19,West,Gujarat,Credit Card
ORD00301,09-11-2025,CUST0085,Customer_0226,Clothing,Hoodie,5.00,"? 2,102.53","? 10,512.65","? 2,511.84",West,Gujarat,Credit Card
ORD00302,21-02-2025,CUST0072,Customer_0064,Beauty,Hair Dryer,2.00,? 353.72,? 707.44,? 170.21,North,Uttar Pradesh,Debit Card
ORD00303,27-11-2025,CUST0044,Customer_0128,Beauty,Hair Dryer,2.00,? 732.30,"? 1,464.60",? 310.82,East,West Bengal,Net Banking
ORD00304,07-11-2025,CUST0261,Customer_0097,Home & Kitchen,Cookware Set,3.00,"? 1,431.31","? 4,293.93",? 622.70,West,Maharashtra,UPI
ORD00305,13-09-2025,CUST0037,Customer_0271,Clothing,T-Shirt,4.00,? 660.78,"? 2,643.12",? 785.31,North,Uttar Pradesh,Debit Card
ORD00306,07-10-2025,CUST0089,Customer_0242,Clothing,T-Shirt,5.00,"? 1,646.76","? 8,233.80",? 688.94,North,Rajasthan,UPI
ORD00307,31-01-2025,CUST0204,Customer_0260,Electronics,Bluetooth Speaker,2.00,? 958.01,"? 1,916.02",? 418.24,South,Tamil Nadu,Net Banking
ORD00308,02-10-2025,CUST0276,Customer_0079,Beauty,Moisturizer,4.00,? 343.71,"? 1,374.84",? 135.27,North,Rajasthan,UPI
ORD00309,20-07-2025,CUST0034,Customer_0159,Books,Cooking Book,2.00,"? 1,035.04","? 2,070.08",? 498.04,North,Delhi,Credit Card
ORD00310,01-03-2025,CUST0233,Customer_0029,Electronics,Bluetooth Speaker,1.00,"? 11,133.22","? 11,133.22","? 2,522.09",North,Delhi,Credit Card
ORD00311,25-03-2025,CUST0255,Customer_0178,Electronics,USB Cable,2.00,"? 8,567.25","? 17,134.50","? 3,320.48",West,Maharashtra,Debit Card
ORD00312,18-05-2025,CUST0061,Customer_0016,Clothing,Hoodie,2.00,"? 2,699.28","? 5,398.56","? 1,390.47",East,West Bengal,Debit Card
ORD00313,23-10-2025,CUST0040,Customer_0255,Books,Cooking Book,3.00,"? 1,325.33","? 3,975.99",? 764.87,West,Gujarat,UPI
ORD00314,22-02-2025,CUST0294,Customer_0060,Beauty,Shampoo,3.00,? 519.68,"? 1,559.04",? 378.80,South,Karnataka,UPI
ORD00315,06-07-2025,CUST0197,Customer_0077,Electronics,Smart Watch,2.00,"? 1,028.79","? 2,057.58",? 586.11,West,Maharashtra,UPI
ORD00316,02-08-2025,CUST0164,Customer_0139,Books,Novel,2.00,? 680.97,"? 1,361.94",? 280.20,North,Rajasthan,UPI
ORD00317,22-09-2025,CUST0024,Customer_0206,Books,Novel,2.00,? 518.26,"? 1,036.52",? 282.91,West,Maharashtra,Debit Card
ORD00318,05-01-2025,CUST0189,Customer_0103,Home & Kitchen,Bedsheet,1.00,"? 3,430.28","? 3,430.28",? 699.91,East,West Bengal,Debit Card
ORD00319,10-09-2025,CUST0101,Customer_0280,Books,Self Help Book,4.00,? 757.65,"? 3,030.60",? 342.84,North,Delhi,Cash on Delivery
ORD00320,22-12-2025,CUST0005,Customer_0172,Electronics,Wireless Headphones,5.00,"? 4,483.87","? 22,419.35","? 5,536.78",North,Delhi,Cash on Delivery
ORD00321,02-05-2025,CUST0215,Customer_0252,Home & Kitchen,Coffee Maker,2.00,"? 3,296.43","? 6,592.86","? 1,938.06",West,Gujarat,Credit Card
ORD00322,24-09-2025,CUST0212,Customer_0191,Home & Kitchen,Cookware Set,1.00,"? 5,547.33","? 5,547.33","? 1,633.15",West,Gujarat,UPI
ORD00323,21-07-2025,CUST0039,Customer_0291,Books,Novel,5.00,? 370.30,"? 1,851.50",? 325.30,West,Gujarat,Credit Card
ORD00324,21-07-2025,CUST0168,Customer_0163,Clothing,Kurta,3.00,"? 3,022.92","? 9,068.76","? 1,268.09",South,Tamil Nadu,UPI
ORD00325,24-02-2025,CUST0085,Customer_0231,Clothing,Kurta,5.00,? 648.71,"? 3,243.55",? 483.57,South,Karnataka,UPI
ORD00326,26-08-2025,CUST0136,Customer_0062,Books,Novel,2.00,? 895.66,"? 1,791.32",? 205.42,East,West Bengal,Debit Card
ORD00327,17-06-2025,CUST0076,Customer_0047,Books,Self Help Book,2.00,"? 1,529.28","? 3,058.56",? 896.30,West,Maharashtra,Cash on Delivery
ORD00328,31-03-2025,CUST0016,Customer_0208,Books,Cooking Book,3.00,? 579.28,"? 1,737.84",? 351.58,West,Maharashtra,Net Banking
ORD00329,13-03-2025,CUST0063,Customer_0007,Clothing,T-Shirt,4.00,? 626.10,"? 2,504.40",? 657.86,West,Gujarat,Credit Card
ORD00330,19-11-2025,CUST0044,Customer_0299,Clothing,Sneakers,4.00,"? 1,491.17","? 5,964.68",? 816.81,North,Delhi,UPI
ORD00331,16-08-2025,CUST0066,Customer_0048,Electronics,Bluetooth Speaker,2.00,"? 10,878.70","? 21,757.40","? 2,327.09",West,Gujarat,Cash on Delivery
ORD00332,22-07-2025,CUST0255,Customer_0016,Electronics,Power Bank,5.00,"? 5,481.30","? 27,406.50","? 6,311.90",South,Karnataka,Credit Card
ORD00333,17-08-2025,CUST0077,Customer_0018,Home & Kitchen,Water Bottle,2.00,"? 1,831.15","? 3,662.30",? 791.86,North,Delhi,Credit Card
ORD00334,03-09-2025,CUST0032,Customer_0045,Home & Kitchen,Bedsheet,4.00,"? 5,325.98","? 21,303.92","? 3,499.45",North,Uttar Pradesh,Cash on Delivery
ORD00335,15-07-2025,CUST0184,Customer_0246,Clothing,Sneakers,5.00,"? 2,843.51","? 14,217.55","? 3,581.62",North,Delhi,Debit Card
ORD00336,14-01-2025,CUST0164,Customer_0113,Books,Novel,4.00,? 596.22,"? 2,384.88",? 660.77,East,West Bengal,Debit Card
ORD00337,27-10-2025,CUST0120,Customer_0082,Electronics,Wireless Headphones,5.00,"? 4,610.48","? 23,052.40","? 3,101.21",North,Uttar Pradesh,Credit Card
ORD00338,18-07-2025,CUST0182,Customer_0089,Home & Kitchen,Mixer Grinder,2.00,"? 3,560.23","? 7,120.46",? 940.19,West,Maharashtra,Debit Card
ORD00339,16-10-2025,CUST0073,Customer_0289,Home & Kitchen,Mixer Grinder,3.00,"? 5,698.46","? 17,095.38","? 4,514.43",West,Maharashtra,Cash on Delivery
ORD00340,16-02-2025,CUST0029,Customer_0120,Books,Children Book,2.00,? 959.22,"? 1,918.44",? 245.83,South,Tamil Nadu,Net Banking
ORD00341,14-04-2025,CUST0067,Customer_0175,Beauty,Shampoo,3.00,"? 2,307.06","? 6,921.18","? 1,952.68",West,Maharashtra,Debit Card
ORD00342,14-03-2025,CUST0057,Customer_0270,Electronics,Bluetooth Speaker,2.00,"? 7,246.01","? 14,492.02","? 4,221.86",West,Maharashtra,Debit Card
ORD00343,11-03-2025,CUST0081,Customer_0224,Beauty,Perfume,3.00,? 859.15,"? 2,577.45",? 574.31,West,Gujarat,Credit Card
ORD00344,31-03-2025,CUST0194,Customer_0158,Books,Data Science Book,2.00,"? 1,248.13","? 2,496.26",? 269.64,East,West Bengal,UPI
ORD00345,05-11-2025,CUST0163,Customer_0114,Books,Children Book,5.00,? 203.43,"? 1,017.15",? 104.67,North,Rajasthan,Cash on Delivery
ORD00346,13-06-2025,CUST0086,Customer_0046,Clothing,Hoodie,1.00,"? 1,061.59","? 1,061.59",? 189.24,East,West Bengal,Debit Card
